CLR,FAT,SNF,RATE
1,7.1,2.4,37.15
1,7.1,2.5,37.37
1,7.1,2.6,37.58
2,7.1,2.7,37.8
2,7.1,2.8,38.02
3,7.1,2.9,38.23
3,7.1,3,38.45
3,7.1,3.1,38.67
4,7.1,3.2,38.88
4,7.1,3.3,39.1
5,7.1,3.4,39.32
5,7.1,3.5,39.53
5,7.1,3.6,39.75
6,7.1,3.7,39.97
6,7.1,3.8,40.18
7,7.1,3.9,40.4
7,7.1,4,40.62
7,7.1,4.1,40.83
8,7.1,4.2,41.05
8,7.1,4.3,41.27
9,7.1,4.4,41.48
9,7.1,4.5,41.7
9,7.1,4.6,41.92
10,7.1,4.7,42.13
10,7.1,4.8,42.35
11,7.1,4.9,42.57
11,7.1,5,42.78
11,7.1,5.1,43
12,7.1,5.2,43.22
12,7.1,5.3,43.43
13,7.1,5.4,43.65
13,7.1,5.5,43.87
13,7.1,5.6,44.08
14,7.1,5.7,44.3
14,7.1,5.8,44.52
15,7.1,5.9,44.73
15,7.1,6,44.95
15,7.1,6.1,45.17
16,7.1,6.2,45.38
16,7.1,6.3,45.6
17,7.1,6.4,45.82
17,7.1,6.5,46.03
17,7.1,6.6,46.25
18,7.1,6.7,46.47
18,7.1,6.8,46.68
19,7.1,6.9,46.9
19,7.1,7,47.12
19,7.1,7.1,47.33
20,7.1,7.2,47.55
20,7.1,7.3,47.77
21,7.1,7.4,47.98
21,7.1,7.5,48.2
21,7.1,7.6,48.42
22,7.1,7.7,48.63
22,7.1,7.8,48.85
23,7.1,7.9,49.07
23,7.1,8,49.28
23,7.1,8.1,49.5
24,7.1,8.2,49.72
24,7.1,8.3,49.93
25,7.1,8.4,50.15
25,7.1,8.5,50.37
25,7.1,8.6,50.58
26,7.1,8.7,50.8
26,7.1,8.8,51.02
27,7.1,8.9,51.23
27,7.1,9,51.45
27,7.1,9.1,51.67
28,7.1,9.2,51.88
28,7.1,9.3,52.1
29,7.1,9.4,52.32
29,7.1,9.5,52.53
29,7.1,9.6,52.75
30,7.1,9.7,52.97
30,7.1,9.8,53.18
31,7.1,9.9,53.4
31,7.1,10,53.62
0,7.2,2,36.73
0,7.2,2.1,36.95
0,7.2,2.2,37.17
0,7.2,2.3,37.38
1,7.2,2.4,37.6
1,7.2,2.5,37.82
1,7.2,2.6,38.03
2,7.2,2.7,38.25
2,7.2,2.8,38.47
3,7.2,2.9,38.68
3,7.2,3,38.9
3,7.2,3.1,39.12
4,7.2,3.2,39.33
4,7.2,3.3,39.55
5,7.2,3.4,39.77
5,7.2,3.5,39.98
5,7.2,3.6,40.2
6,7.2,3.7,40.42
6,7.2,3.8,40.63
7,7.2,3.9,40.85
7,7.2,4,41.07
7,7.2,4.1,41.28
8,7.2,4.2,41.5
8,7.2,4.3,41.72
9,7.2,4.4,41.93
9,7.2,4.5,42.15
9,7.2,4.6,42.37
10,7.2,4.7,42.58
10,7.2,4.8,42.8
11,7.2,4.9,43.02
11,7.2,5,43.23
11,7.2,5.1,43.45
12,7.2,5.2,43.67
12,7.2,5.3,43.88
13,7.2,5.4,44.1
13,7.2,5.5,44.32
13,7.2,5.6,44.53
14,7.2,5.7,44.75
14,7.2,5.8,44.97
15,7.2,5.9,45.18
15,7.2,6,45.4
15,7.2,6.1,45.62
16,7.2,6.2,45.83
16,7.2,6.3,46.05
17,7.2,6.4,46.27
17,7.2,6.5,46.48
17,7.2,6.6,46.7
18,7.2,6.7,46.92
18,7.2,6.8,47.13
19,7.2,6.9,47.35
19,7.2,7,47.57
19,7.2,7.1,47.78
20,7.2,7.2,48
20,7.2,7.3,48.22
21,7.2,7.4,48.43
21,7.2,7.5,48.65
21,7.2,7.6,48.87
22,7.2,7.7,49.08
22,7.2,7.8,49.3
23,7.2,7.9,49.52
23,7.2,8,49.73
23,7.2,8.1,49.95
24,7.2,8.2,50.17
24,7.2,8.3,50.38
25,7.2,8.4,50.6
25,7.2,8.5,50.82
25,7.2,8.6,51.03
26,7.2,8.7,51.25
26,7.2,8.8,51.47
27,7.2,8.9,51.68
27,7.2,9,51.9
27,7.2,9.1,52.12
28,7.2,9.2,52.33
28,7.2,9.3,52.55
29,7.2,9.4,52.77
29,7.2,9.5,52.98
29,7.2,9.6,53.2
30,7.2,9.7,53.42
30,7.2,9.8,53.63
31,7.2,9.9,53.85
31,7.2,10,54.07
0,7.3,2,37.18
0,7.3,2.1,37.4
0,7.3,2.2,37.62
0,7.3,2.3,37.83
0,7.3,2.4,38.05
1,7.3,2.5,38.27
1,7.3,2.6,38.48
2,7.3,2.7,38.7
2,7.3,2.8,38.92
2,7.3,2.9,39.13
3,7.3,3,39.35
3,7.3,3.1,39.57
4,7.3,3.2,39.78
4,7.3,3.3,40
4,7.3,3.4,40.22
5,7.3,3.5,40.43
5,7.3,3.6,40.65
6,7.3,3.7,40.87
6,7.3,3.8,41.08
6,7.3,3.9,41.3
7,7.3,4,41.52
7,7.3,4.1,41.73
8,7.3,4.2,41.95
8,7.3,4.3,42.17
8,7.3,4.4,42.38
9,7.3,4.5,42.6
9,7.3,4.6,42.82
10,7.3,4.7,43.03
10,7.3,4.8,43.25
10,7.3,4.9,43.47
11,7.3,5,43.68
11,7.3,5.1,43.9
12,7.3,5.2,44.12
12,7.3,5.3,44.33
12,7.3,5.4,44.55
13,7.3,5.5,44.77
13,7.3,5.6,44.98
14,7.3,5.7,45.2
14,7.3,5.8,45.42
14,7.3,5.9,45.63
15,7.3,6,45.85
15,7.3,6.1,46.07
16,7.3,6.2,46.28
16,7.3,6.3,46.5
16,7.3,6.4,46.72
17,7.3,6.5,46.93
17,7.3,6.6,47.15
18,7.3,6.7,47.37
18,7.3,6.8,47.58
18,7.3,6.9,47.8
19,7.3,7,48.02
19,7.3,7.1,48.23
20,7.3,7.2,48.45
20,7.3,7.3,48.67
20,7.3,7.4,48.88
21,7.3,7.5,49.1
21,7.3,7.6,49.32
22,7.3,7.7,49.53
22,7.3,7.8,49.75
22,7.3,7.9,49.97
23,7.3,8,50.18
23,7.3,8.1,50.4
24,7.3,8.2,50.62
24,7.3,8.3,50.83
24,7.3,8.4,51.05
25,7.3,8.5,51.27
25,7.3,8.6,51.48
26,7.3,8.7,51.7
26,7.3,8.8,51.92
26,7.3,8.9,52.13
27,7.3,9,52.35
27,7.3,9.1,52.57
28,7.3,9.2,52.78
28,7.3,9.3,53
28,7.3,9.4,53.22
29,7.3,9.5,53.43
29,7.3,9.6,53.65
30,7.3,9.7,53.87
30,7.3,9.8,54.08
30,7.3,9.9,54.3
31,7.3,10,54.52
0,7.4,2,37.63
0,7.4,2.1,37.85
0,7.4,2.2,38.07
0,7.4,2.3,38.28
0,7.4,2.4,38.5
1,7.4,2.5,38.72
1,7.4,2.6,38.93
2,7.4,2.7,39.15
2,7.4,2.8,39.37
2,7.4,2.9,39.58
3,7.4,3,39.8
3,7.4,3.1,40.02
4,7.4,3.2,40.23
4,7.4,3.3,40.45
4,7.4,3.4,40.67
5,7.4,3.5,40.88
5,7.4,3.6,41.1
6,7.4,3.7,41.32
6,7.4,3.8,41.53
6,7.4,3.9,41.75
7,7.4,4,41.97
7,7.4,4.1,42.18
8,7.4,4.2,42.4
8,7.4,4.3,42.62
8,7.4,4.4,42.83
9,7.4,4.5,43.05
9,7.4,4.6,43.27
10,7.4,4.7,43.48
10,7.4,4.8,43.7
10,7.4,4.9,43.92
11,7.4,5,44.13
11,7.4,5.1,44.35
12,7.4,5.2,44.57
12,7.4,5.3,44.78
12,7.4,5.4,45
13,7.4,5.5,45.22
13,7.4,5.6,45.43
14,7.4,5.7,45.65
14,7.4,5.8,45.87
14,7.4,5.9,46.08
15,7.4,6,46.3
15,7.4,6.1,46.52
16,7.4,6.2,46.73
16,7.4,6.3,46.95
16,7.4,6.4,47.17
17,7.4,6.5,47.38
17,7.4,6.6,47.6
18,7.4,6.7,47.82
18,7.4,6.8,48.03
18,7.4,6.9,48.25
19,7.4,7,48.47
19,7.4,7.1,48.68
20,7.4,7.2,48.9
20,7.4,7.3,49.12
20,7.4,7.4,49.33
21,7.4,7.5,49.55
21,7.4,7.6,49.77
22,7.4,7.7,49.98
22,7.4,7.8,50.2
22,7.4,7.9,50.42
23,7.4,8,50.63
23,7.4,8.1,50.85
24,7.4,8.2,51.07
24,7.4,8.3,51.28
24,7.4,8.4,51.5
25,7.4,8.5,51.72
25,7.4,8.6,51.93
26,7.4,8.7,52.15
26,7.4,8.8,52.37
26,7.4,8.9,52.58
27,7.4,9,52.8
27,7.4,9.1,53.02
28,7.4,9.2,53.23
28,7.4,9.3,53.45
28,7.4,9.4,53.67
29,7.4,9.5,53.88
29,7.4,9.6,54.1
30,7.4,9.7,54.32
30,7.4,9.8,54.53
30,7.4,9.9,54.75
31,7.4,10,54.97
0,7.5,2,38.08
0,7.5,2.1,38.3
0,7.5,2.2,38.52
0,7.5,2.3,38.73
0,7.5,2.4,38.95
1,7.5,2.5,39.17
1,7.5,2.6,39.38
2,7.5,2.7,39.6
2,7.5,2.8,39.82
2,7.5,2.9,40.03
3,7.5,3,40.25
3,7.5,3.1,40.47
4,7.5,3.2,40.68
4,7.5,3.3,40.9
4,7.5,3.4,41.12
5,7.5,3.5,41.33
5,7.5,3.6,41.55
6,7.5,3.7,41.77
6,7.5,3.8,41.98
6,7.5,3.9,42.2
7,7.5,4,42.42
7,7.5,4.1,42.63
8,7.5,4.2,42.85
8,7.5,4.3,43.07
8,7.5,4.4,43.28
9,7.5,4.5,43.5
9,7.5,4.6,43.72
10,7.5,4.7,43.93
10,7.5,4.8,44.15
10,7.5,4.9,44.37
11,7.5,5,44.58
11,7.5,5.1,44.8
12,7.5,5.2,45.02
12,7.5,5.3,45.23
12,7.5,5.4,45.45
13,7.5,5.5,45.67
13,7.5,5.6,45.88
14,7.5,5.7,46.1
14,7.5,5.8,46.32
14,7.5,5.9,46.53
15,7.5,6,46.75
15,7.5,6.1,46.97
16,7.5,6.2,47.18
16,7.5,6.3,47.4
16,7.5,6.4,47.62
17,7.5,6.5,47.83
17,7.5,6.6,48.05
18,7.5,6.7,48.27
18,7.5,6.8,48.48
18,7.5,6.9,48.7
19,7.5,7,48.92
19,7.5,7.1,49.13
20,7.5,7.2,49.35
20,7.5,7.3,49.57
20,7.5,7.4,49.78
21,7.5,7.5,50
21,7.5,7.6,50.22
22,7.5,7.7,50.43
22,7.5,7.8,50.65
22,7.5,7.9,50.87
23,7.5,8,51.08
23,7.5,8.1,51.3
24,7.5,8.2,51.52
24,7.5,8.3,51.73
24,7.5,8.4,51.95
25,7.5,8.5,52.17
25,7.5,8.6,52.38
26,7.5,8.7,52.6
26,7.5,8.8,52.82
26,7.5,8.9,53.03
27,7.5,9,53.25
27,7.5,9.1,53.47
28,7.5,9.2,53.68
28,7.5,9.3,53.9
28,7.5,9.4,54.12
29,7.5,9.5,54.33
29,7.5,9.6,54.55
30,7.5,9.7,54.77
30,7.5,9.8,54.98
30,7.5,9.9,55.2
31,7.5,10,55.42
0,7.6,2,38.53
0,7.6,2.1,38.75
0,7.6,2.2,38.97
0,7.6,2.3,39.18
0,7.6,2.4,39.4
1,7.6,2.5,39.62
1,7.6,2.6,39.83
1,7.6,2.7,40.05
2,7.6,2.8,40.27
2,7.6,2.9,40.48
3,7.6,3,40.7
3,7.6,3.1,40.92
3,7.6,3.2,41.13
4,7.6,3.3,41.35
4,7.6,3.4,41.57
5,7.6,3.5,41.78
5,7.6,3.6,42
5,7.6,3.7,42.22
6,7.6,3.8,42.43
6,7.6,3.9,42.65
7,7.6,4,42.87
7,7.6,4.1,43.08
7,7.6,4.2,43.3
8,7.6,4.3,43.52
8,7.6,4.4,43.73
9,7.6,4.5,43.95
9,7.6,4.6,44.17
9,7.6,4.7,44.38
10,7.6,4.8,44.6
10,7.6,4.9,44.82
11,7.6,5,45.03
11,7.6,5.1,45.25
11,7.6,5.2,45.47
12,7.6,5.3,45.68
12,7.6,5.4,45.9
13,7.6,5.5,46.12
13,7.6,5.6,46.33
13,7.6,5.7,46.55
14,7.6,5.8,46.77
14,7.6,5.9,46.98
15,7.6,6,47.2
15,7.6,6.1,47.42
15,7.6,6.2,47.63
16,7.6,6.3,47.85
16,7.6,6.4,48.07
17,7.6,6.5,48.28
17,7.6,6.6,48.5
17,7.6,6.7,48.72
18,7.6,6.8,48.93
18,7.6,6.9,49.15
19,7.6,7,49.37
19,7.6,7.1,49.58
19,7.6,7.2,49.8
20,7.6,7.3,50.02
20,7.6,7.4,50.23
21,7.6,7.5,50.45
21,7.6,7.6,50.67
21,7.6,7.7,50.88
22,7.6,7.8,51.1
22,7.6,7.9,51.32
23,7.6,8,51.53
23,7.6,8.1,51.75
23,7.6,8.2,51.97
24,7.6,8.3,52.18
24,7.6,8.4,52.4
25,7.6,8.5,52.62
25,7.6,8.6,52.83
25,7.6,8.7,53.05
26,7.6,8.8,53.27
26,7.6,8.9,53.48
27,7.6,9,53.7
27,7.6,9.1,53.92
27,7.6,9.2,54.13
28,7.6,9.3,54.35
28,7.6,9.4,54.57
29,7.6,9.5,54.78
29,7.6,9.6,55
29,7.6,9.7,55.22
30,7.6,9.8,55.43
30,7.6,9.9,55.65
31,7.6,10,55.87
0,7.7,2,38.98
0,7.7,2.1,39.2
0,7.7,2.2,39.42
0,7.7,2.3,39.63
0,7.7,2.4,39.85
1,7.7,2.5,40.07
1,7.7,2.6,40.28
1,7.7,2.7,40.5
2,7.7,2.8,40.72
2,7.7,2.9,40.93
3,7.7,3,41.15
3,7.7,3.1,41.37
3,7.7,3.2,41.58
4,7.7,3.3,41.8
4,7.7,3.4,42.02
5,7.7,3.5,42.23
5,7.7,3.6,42.45
5,7.7,3.7,42.67
6,7.7,3.8,42.88
6,7.7,3.9,43.1
7,7.7,4,43.32
7,7.7,4.1,43.53
7,7.7,4.2,43.75
8,7.7,4.3,43.97
8,7.7,4.4,44.18
9,7.7,4.5,44.4
9,7.7,4.6,44.62
9,7.7,4.7,44.83
10,7.7,4.8,45.05
10,7.7,4.9,45.27
11,7.7,5,45.48
11,7.7,5.1,45.7
11,7.7,5.2,45.92
12,7.7,5.3,46.13
12,7.7,5.4,46.35
13,7.7,5.5,46.57
13,7.7,5.6,46.78
13,7.7,5.7,47
14,7.7,5.8,47.22
14,7.7,5.9,47.43
15,7.7,6,47.65
15,7.7,6.1,47.87
15,7.7,6.2,48.08
16,7.7,6.3,48.3
16,7.7,6.4,48.52
17,7.7,6.5,48.73
17,7.7,6.6,48.95
17,7.7,6.7,49.17
18,7.7,6.8,49.38
18,7.7,6.9,49.6
19,7.7,7,49.82
19,7.7,7.1,50.03
19,7.7,7.2,50.25
20,7.7,7.3,50.47
20,7.7,7.4,50.68
21,7.7,7.5,50.9
21,7.7,7.6,51.12
21,7.7,7.7,51.33
22,7.7,7.8,51.55
22,7.7,7.9,51.77
23,7.7,8,51.98
23,7.7,8.1,52.2
23,7.7,8.2,52.42
24,7.7,8.3,52.63
24,7.7,8.4,52.85
25,7.7,8.5,53.07
25,7.7,8.6,53.28
25,7.7,8.7,53.5
26,7.7,8.8,53.72
26,7.7,8.9,53.93
27,7.7,9,54.15
27,7.7,9.1,54.37
27,7.7,9.2,54.58
28,7.7,9.3,54.8
28,7.7,9.4,55.02
29,7.7,9.5,55.23
29,7.7,9.6,55.45
29,7.7,9.7,55.67
30,7.7,9.8,55.88
30,7.7,9.9,56.1
31,7.7,10,56.32
0,7.8,2,39.43
0,7.8,2.1,39.65
0,7.8,2.2,39.87
0,7.8,2.3,40.08
0,7.8,2.4,40.3
0,7.8,2.5,40.52
1,7.8,2.6,40.73
1,7.8,2.7,40.95
2,7.8,2.8,41.17
2,7.8,2.9,41.38
2,7.8,3,41.6
3,7.8,3.1,41.82
3,7.8,3.2,42.03
4,7.8,3.3,42.25
4,7.8,3.4,42.47
4,7.8,3.5,42.68
5,7.8,3.6,42.9
5,7.8,3.7,43.12
6,7.8,3.8,43.33
6,7.8,3.9,43.55
6,7.8,4,43.77
7,7.8,4.1,43.98
7,7.8,4.2,44.2
8,7.8,4.3,44.42
8,7.8,4.4,44.63
8,7.8,4.5,44.85
9,7.8,4.6,45.07
9,7.8,4.7,45.28
10,7.8,4.8,45.5
10,7.8,4.9,45.72
10,7.8,5,45.93
11,7.8,5.1,46.15
11,7.8,5.2,46.37
12,7.8,5.3,46.58
12,7.8,5.4,46.8
12,7.8,5.5,47.02
13,7.8,5.6,47.23
13,7.8,5.7,47.45
14,7.8,5.8,47.67
14,7.8,5.9,47.88
14,7.8,6,48.1
15,7.8,6.1,48.32
15,7.8,6.2,48.53
16,7.8,6.3,48.75
16,7.8,6.4,48.97
16,7.8,6.5,49.18
17,7.8,6.6,49.4
17,7.8,6.7,49.62
18,7.8,6.8,49.83
18,7.8,6.9,50.05
18,7.8,7,50.27
19,7.8,7.1,50.48
19,7.8,7.2,50.7
20,7.8,7.3,50.92
20,7.8,7.4,51.13
20,7.8,7.5,51.35
21,7.8,7.6,51.57
21,7.8,7.7,51.78
22,7.8,7.8,52
22,7.8,7.9,52.22
22,7.8,8,52.43
23,7.8,8.1,52.65
23,7.8,8.2,52.87
24,7.8,8.3,53.08
24,7.8,8.4,53.3
24,7.8,8.5,53.52
25,7.8,8.6,53.73
25,7.8,8.7,53.95
26,7.8,8.8,54.17
26,7.8,8.9,54.38
26,7.8,9,54.6
27,7.8,9.1,54.82
27,7.8,9.2,55.03
28,7.8,9.3,55.25
28,7.8,9.4,55.47
28,7.8,9.5,55.68
29,7.8,9.6,55.9
29,7.8,9.7,56.12
30,7.8,9.8,56.33
30,7.8,9.9,56.55
30,7.8,10,56.77
0,7.9,2,39.88
0,7.9,2.1,40.1
0,7.9,2.2,40.32
0,7.9,2.3,40.53
0,7.9,2.4,40.75
0,7.9,2.5,40.97
1,7.9,2.6,41.18
1,7.9,2.7,41.4
2,7.9,2.8,41.62
2,7.9,2.9,41.83
2,7.9,3,42.05
3,7.9,3.1,42.27
3,7.9,3.2,42.48
4,7.9,3.3,42.7
4,7.9,3.4,42.92
4,7.9,3.5,43.13
5,7.9,3.6,43.35
5,7.9,3.7,43.57
6,7.9,3.8,43.78
6,7.9,3.9,44
6,7.9,4,44.22
7,7.9,4.1,44.43
7,7.9,4.2,44.65
8,7.9,4.3,44.87
8,7.9,4.4,45.08
8,7.9,4.5,45.3
9,7.9,4.6,45.52
9,7.9,4.7,45.73
10,7.9,4.8,45.95
10,7.9,4.9,46.17
10,7.9,5,46.38
11,7.9,5.1,46.6
11,7.9,5.2,46.82
12,7.9,5.3,47.03
12,7.9,5.4,47.25
12,7.9,5.5,47.47
13,7.9,5.6,47.68
13,7.9,5.7,47.9
14,7.9,5.8,48.12
14,7.9,5.9,48.33
14,7.9,6,48.55
15,7.9,6.1,48.77
15,7.9,6.2,48.98
16,7.9,6.3,49.2
16,7.9,6.4,49.42
16,7.9,6.5,49.63
17,7.9,6.6,49.85
17,7.9,6.7,50.07
18,7.9,6.8,50.28
18,7.9,6.9,50.5
18,7.9,7,50.72
19,7.9,7.1,50.93
19,7.9,7.2,51.15
20,7.9,7.3,51.37
20,7.9,7.4,51.58
20,7.9,7.5,51.8
21,7.9,7.6,52.02
21,7.9,7.7,52.23
22,7.9,7.8,52.45
22,7.9,7.9,52.67
22,7.9,8,52.88
23,7.9,8.1,53.1
23,7.9,8.2,53.32
24,7.9,8.3,53.53
24,7.9,8.4,53.75
24,7.9,8.5,53.97
25,7.9,8.6,54.18
25,7.9,8.7,54.4
26,7.9,8.8,54.62
26,7.9,8.9,54.83
26,7.9,9,55.05
27,7.9,9.1,55.27
27,7.9,9.2,55.48
28,7.9,9.3,55.7
28,7.9,9.4,55.92
28,7.9,9.5,56.13
29,7.9,9.6,56.35
29,7.9,9.7,56.57
30,7.9,9.8,56.78
30,7.9,9.9,57
30,7.9,10,57.22
0,8,2,40.33
0,8,2.1,40.55
0,8,2.2,40.77
0,8,2.3,40.98
0,8,2.4,41.2
0,8,2.5,41.42
1,8,2.6,41.63
1,8,2.7,41.85
2,8,2.8,42.07
2,8,2.9,42.28
2,8,3,42.5
3,8,3.1,42.72
3,8,3.2,42.93
4,8,3.3,43.15
4,8,3.4,43.37
4,8,3.5,43.58
5,8,3.6,43.8
5,8,3.7,44.02
6,8,3.8,44.23
6,8,3.9,44.45
6,8,4,44.67
7,8,4.1,44.88
7,8,4.2,45.1
8,8,4.3,45.32
8,8,4.4,45.53
8,8,4.5,45.75
9,8,4.6,45.97
9,8,4.7,46.18
10,8,4.8,46.4
10,8,4.9,46.62
10,8,5,46.83
11,8,5.1,47.05
11,8,5.2,47.27
12,8,5.3,47.48
12,8,5.4,47.7
12,8,5.5,47.92
13,8,5.6,48.13
13,8,5.7,48.35
14,8,5.8,48.57
14,8,5.9,48.78
14,8,6,49
15,8,6.1,49.22
15,8,6.2,49.43
16,8,6.3,49.65
16,8,6.4,49.87
16,8,6.5,50.08
17,8,6.6,50.3
17,8,6.7,50.52
18,8,6.8,50.73
18,8,6.9,50.95
18,8,7,51.17
19,8,7.1,51.38
19,8,7.2,51.6
20,8,7.3,51.82
20,8,7.4,52.03
20,8,7.5,52.25
21,8,7.6,52.47
21,8,7.7,52.68
22,8,7.8,52.9
22,8,7.9,53.12
22,8,8,53.33
23,8,8.1,53.55
23,8,8.2,53.77
24,8,8.3,53.98
24,8,8.4,54.2
24,8,8.5,54.42
25,8,8.6,54.63
25,8,8.7,54.85
26,8,8.8,55.07
26,8,8.9,55.28
26,8,9,55.5
27,8,9.1,55.72
27,8,9.2,55.93
28,8,9.3,56.15
28,8,9.4,56.37
28,8,9.5,56.58
29,8,9.6,56.8
29,8,9.7,57.02
30,8,9.8,57.23
30,8,9.9,57.45
30,8,10,57.67
0,8.1,2,40.78
0,8.1,2.1,41
0,8.1,2.2,41.22
0,8.1,2.3,41.43
0,8.1,2.4,41.65
0,8.1,2.5,41.87
1,8.1,2.6,42.08
1,8.1,2.7,42.3
1,8.1,2.8,42.52
2,8.1,2.9,42.73
2,8.1,3,42.95
3,8.1,3.1,43.17
3,8.1,3.2,43.38
3,8.1,3.3,43.6
4,8.1,3.4,43.82
4,8.1,3.5,44.03
5,8.1,3.6,44.25
5,8.1,3.7,44.47
5,8.1,3.8,44.68
6,8.1,3.9,44.9
6,8.1,4,45.12
7,8.1,4.1,45.33
7,8.1,4.2,45.55
7,8.1,4.3,45.77
8,8.1,4.4,45.98
8,8.1,4.5,46.2
9,8.1,4.6,46.42
9,8.1,4.7,46.63
9,8.1,4.8,46.85
10,8.1,4.9,47.07
10,8.1,5,47.28
11,8.1,5.1,47.5
11,8.1,5.2,47.72
11,8.1,5.3,47.93
12,8.1,5.4,48.15
12,8.1,5.5,48.37
13,8.1,5.6,48.58
13,8.1,5.7,48.8
13,8.1,5.8,49.02
14,8.1,5.9,49.23
14,8.1,6,49.45
15,8.1,6.1,49.67
15,8.1,6.2,49.88
15,8.1,6.3,50.1
16,8.1,6.4,50.32
16,8.1,6.5,50.53
17,8.1,6.6,50.75
17,8.1,6.7,50.97
17,8.1,6.8,51.18
18,8.1,6.9,51.4
18,8.1,7,51.62
19,8.1,7.1,51.83
19,8.1,7.2,52.05
19,8.1,7.3,52.27
20,8.1,7.4,52.48
20,8.1,7.5,52.7
21,8.1,7.6,52.92
21,8.1,7.7,53.13
21,8.1,7.8,53.35
22,8.1,7.9,53.57
22,8.1,8,53.78
23,8.1,8.1,54
23,8.1,8.2,54.22
23,8.1,8.3,54.43
24,8.1,8.4,54.65
24,8.1,8.5,54.87
25,8.1,8.6,55.08
25,8.1,8.7,55.3
25,8.1,8.8,55.52
26,8.1,8.9,55.73
26,8.1,9,55.95
27,8.1,9.1,56.17
27,8.1,9.2,56.38
27,8.1,9.3,56.6
28,8.1,9.4,56.82
28,8.1,9.5,57.03
29,8.1,9.6,57.25
29,8.1,9.7,57.47
29,8.1,9.8,57.68
30,8.1,9.9,57.9
30,8.1,10,58.12
0,8.2,2,41.23
0,8.2,2.1,41.45
0,8.2,2.2,41.67
0,8.2,2.3,41.88
0,8.2,2.4,42.1
0,8.2,2.5,42.32
1,8.2,2.6,42.53
1,8.2,2.7,42.75
1,8.2,2.8,42.97
2,8.2,2.9,43.18
2,8.2,3,43.4
3,8.2,3.1,43.62
3,8.2,3.2,43.83
3,8.2,3.3,44.05
4,8.2,3.4,44.27
4,8.2,3.5,44.48
5,8.2,3.6,44.7
5,8.2,3.7,44.92
5,8.2,3.8,45.13
6,8.2,3.9,45.35
6,8.2,4,45.57
7,8.2,4.1,45.78
7,8.2,4.2,46
7,8.2,4.3,46.22
8,8.2,4.4,46.43
8,8.2,4.5,46.65
9,8.2,4.6,46.87
9,8.2,4.7,47.08
9,8.2,4.8,47.3
10,8.2,4.9,47.52
10,8.2,5,47.73
11,8.2,5.1,47.95
11,8.2,5.2,48.17
11,8.2,5.3,48.38
12,8.2,5.4,48.6
12,8.2,5.5,48.82
13,8.2,5.6,49.03
13,8.2,5.7,49.25
13,8.2,5.8,49.47
14,8.2,5.9,49.68
14,8.2,6,49.9
15,8.2,6.1,50.12
15,8.2,6.2,50.33
15,8.2,6.3,50.55
16,8.2,6.4,50.77
16,8.2,6.5,50.98
17,8.2,6.6,51.2
17,8.2,6.7,51.42
17,8.2,6.8,51.63
18,8.2,6.9,51.85
18,8.2,7,52.07
19,8.2,7.1,52.28
19,8.2,7.2,52.5
19,8.2,7.3,52.72
20,8.2,7.4,52.93
20,8.2,7.5,53.15
21,8.2,7.6,53.37
21,8.2,7.7,53.58
21,8.2,7.8,53.8
22,8.2,7.9,54.02
22,8.2,8,54.23
23,8.2,8.1,54.45
23,8.2,8.2,54.67
23,8.2,8.3,54.88
24,8.2,8.4,55.1
24,8.2,8.5,55.32
25,8.2,8.6,55.53
25,8.2,8.7,55.75
25,8.2,8.8,55.97
26,8.2,8.9,56.18
26,8.2,9,56.4
27,8.2,9.1,56.62
27,8.2,9.2,56.83
27,8.2,9.3,57.05
28,8.2,9.4,57.27
28,8.2,9.5,57.48
29,8.2,9.6,57.7
29,8.2,9.7,57.92
29,8.2,9.8,58.13
30,8.2,9.9,58.35
30,8.2,10,58.57
0,8.3,2,41.68
0,8.3,2.1,41.9
0,8.3,2.2,42.12
0,8.3,2.3,42.33
0,8.3,2.4,42.55
0,8.3,2.5,42.77
0,8.3,2.6,42.98
1,8.3,2.7,43.2
1,8.3,2.8,43.42
2,8.3,2.9,43.63
2,8.3,3,43.85
2,8.3,3.1,44.07
3,8.3,3.2,44.28
3,8.3,3.3,44.5
4,8.3,3.4,44.72
4,8.3,3.5,44.93
4,8.3,3.6,45.15
5,8.3,3.7,45.37
5,8.3,3.8,45.58
6,8.3,3.9,45.8
6,8.3,4,46.02
6,8.3,4.1,46.23
7,8.3,4.2,46.45
7,8.3,4.3,46.67
8,8.3,4.4,46.88
8,8.3,4.5,47.1
8,8.3,4.6,47.32
9,8.3,4.7,47.53
9,8.3,4.8,47.75
10,8.3,4.9,47.97
10,8.3,5,48.18
10,8.3,5.1,48.4
11,8.3,5.2,48.62
11,8.3,5.3,48.83
12,8.3,5.4,49.05
12,8.3,5.5,49.27
12,8.3,5.6,49.48
13,8.3,5.7,49.7
13,8.3,5.8,49.92
14,8.3,5.9,50.13
14,8.3,6,50.35
14,8.3,6.1,50.57
15,8.3,6.2,50.78
15,8.3,6.3,51
16,8.3,6.4,51.22
16,8.3,6.5,51.43
16,8.3,6.6,51.65
17,8.3,6.7,51.87
17,8.3,6.8,52.08
18,8.3,6.9,52.3
18,8.3,7,52.52
18,8.3,7.1,52.73
19,8.3,7.2,52.95
19,8.3,7.3,53.17
20,8.3,7.4,53.38
20,8.3,7.5,53.6
20,8.3,7.6,53.82
21,8.3,7.7,54.03
21,8.3,7.8,54.25
22,8.3,7.9,54.47
22,8.3,8,54.68
