CLR,FAT,SNF,RATE
17,4.5,6,33.25
18,4.5,6.1,33.47
18,4.5,6.2,33.68
18,4.5,6.3,33.9
19,4.5,6.4,34.12
19,4.5,6.5,34.33
20,4.5,6.6,34.55
20,4.5,6.7,34.77
20,4.5,6.8,34.98
21,4.5,6.9,35.2
21,4.5,7,35.42
22,4.5,7.1,35.63
22,4.5,7.2,35.85
22,4.5,7.3,36.07
23,4.5,7.4,36.28
23,4.5,7.5,36.5
24,4.5,7.6,36.72
24,4.5,7.7,36.93
24,4.5,7.8,37.15
25,4.5,7.9,37.37
25,4.5,8,37.58
26,4.5,8.1,37.8
26,4.5,8.2,38.02
26,4.5,8.3,38.23
27,4.5,8.4,38.45
27,4.5,8.5,38.67
28,4.5,8.6,38.88
28,4.5,8.7,39.1
28,4.5,8.8,39.32
29,4.5,8.9,39.53
29,4.5,9,39.75
30,4.5,9.1,39.97
30,4.5,9.2,40.18
30,4.5,9.3,40.4
31,4.5,9.4,40.62
31,4.5,9.5,40.83
32,4.5,9.6,41.05
32,4.5,9.7,41.27
32,4.5,9.8,41.48
33,4.5,9.9,41.7
33,4.5,10,41.92
1,4.6,2,25.03
1,4.6,2.1,25.25
2,4.6,2.2,25.47
2,4.6,2.3,25.68
3,4.6,2.4,25.9
3,4.6,2.5,26.12
3,4.6,2.6,26.33
4,4.6,2.7,26.55
4,4.6,2.8,26.77
5,4.6,2.9,26.98
5,4.6,3,27.2
5,4.6,3.1,27.42
6,4.6,3.2,27.63
6,4.6,3.3,27.85
7,4.6,3.4,28.07
7,4.6,3.5,28.28
7,4.6,3.6,28.5
8,4.6,3.7,28.72
8,4.6,3.8,28.93
9,4.6,3.9,29.15
9,4.6,4,29.37
9,4.6,4.1,29.58
10,4.6,4.2,29.8
10,4.6,4.3,30.02
11,4.6,4.4,30.23
11,4.6,4.5,30.45
11,4.6,4.6,30.67
12,4.6,4.7,30.88
12,4.6,4.8,31.1
13,4.6,4.9,31.32
13,4.6,5,31.53
13,4.6,5.1,31.75
14,4.6,5.2,31.97
14,4.6,5.3,32.18
15,4.6,5.4,32.4
15,4.6,5.5,32.62
15,4.6,5.6,32.83
16,4.6,5.7,33.05
16,4.6,5.8,33.27
17,4.6,5.9,33.48
17,4.6,6,33.7
17,4.6,6.1,33.92
18,4.6,6.2,34.13
18,4.6,6.3,34.35
19,4.6,6.4,34.57
19,4.6,6.5,34.78
19,4.6,6.6,35
20,4.6,6.7,35.22
20,4.6,6.8,35.43
21,4.6,6.9,35.65
21,4.6,7,35.87
21,4.6,7.1,36.08
22,4.6,7.2,36.3
22,4.6,7.3,36.52
23,4.6,7.4,36.73
23,4.6,7.5,36.95
23,4.6,7.6,37.17
24,4.6,7.7,37.38
24,4.6,7.8,37.6
25,4.6,7.9,37.82
25,4.6,8,38.03
25,4.6,8.1,38.25
26,4.6,8.2,38.47
26,4.6,8.3,38.68
27,4.6,8.4,38.9
27,4.6,8.5,39.12
27,4.6,8.6,39.33
28,4.6,8.7,39.55
28,4.6,8.8,39.77
29,4.6,8.9,39.98
29,4.6,9,40.2
29,4.6,9.1,40.42
30,4.6,9.2,40.63
30,4.6,9.3,40.85
31,4.6,9.4,41.07
31,4.6,9.5,41.28
31,4.6,9.6,41.5
32,4.6,9.7,41.72
32,4.6,9.8,41.93
33,4.6,9.9,42.15
33,4.6,10,42.37
1,4.7,2,25.48
1,4.7,2.1,25.7
2,4.7,2.2,25.92
2,4.7,2.3,26.13
3,4.7,2.4,26.35
3,4.7,2.5,26.57
3,4.7,2.6,26.78
4,4.7,2.7,27
4,4.7,2.8,27.22
5,4.7,2.9,27.43
5,4.7,3,27.65
5,4.7,3.1,27.87
6,4.7,3.2,28.08
6,4.7,3.3,28.3
7,4.7,3.4,28.52
7,4.7,3.5,28.73
7,4.7,3.6,28.95
8,4.7,3.7,29.17
8,4.7,3.8,29.38
9,4.7,3.9,29.6
9,4.7,4,29.82
9,4.7,4.1,30.03
10,4.7,4.2,30.25
10,4.7,4.3,30.47
11,4.7,4.4,30.68
11,4.7,4.5,30.9
11,4.7,4.6,31.12
12,4.7,4.7,31.33
12,4.7,4.8,31.55
13,4.7,4.9,31.77
13,4.7,5,31.98
13,4.7,5.1,32.2
14,4.7,5.2,32.42
14,4.7,5.3,32.63
15,4.7,5.4,32.85
15,4.7,5.5,33.07
15,4.7,5.6,33.28
16,4.7,5.7,33.5
16,4.7,5.8,33.72
17,4.7,5.9,33.93
17,4.7,6,34.15
17,4.7,6.1,34.37
18,4.7,6.2,34.58
18,4.7,6.3,34.8
19,4.7,6.4,35.02
19,4.7,6.5,35.23
19,4.7,6.6,35.45
20,4.7,6.7,35.67
20,4.7,6.8,35.88
21,4.7,6.9,36.1
21,4.7,7,36.32
21,4.7,7.1,36.53
22,4.7,7.2,36.75
22,4.7,7.3,36.97
23,4.7,7.4,37.18
23,4.7,7.5,37.4
23,4.7,7.6,37.62
24,4.7,7.7,37.83
24,4.7,7.8,38.05
25,4.7,7.9,38.27
25,4.7,8,38.48
25,4.7,8.1,38.7
26,4.7,8.2,38.92
26,4.7,8.3,39.13
27,4.7,8.4,39.35
27,4.7,8.5,39.57
27,4.7,8.6,39.78
28,4.7,8.7,40
28,4.7,8.8,40.22
29,4.7,8.9,40.43
29,4.7,9,40.65
29,4.7,9.1,40.87
30,4.7,9.2,41.08
30,4.7,9.3,41.3
31,4.7,9.4,41.52
31,4.7,9.5,41.73
31,4.7,9.6,41.95
32,4.7,9.7,42.17
32,4.7,9.8,42.38
33,4.7,9.9,42.6
33,4.7,10,42.82
1,4.8,2,25.93
1,4.8,2.1,26.15
2,4.8,2.2,26.37
2,4.8,2.3,26.58
2,4.8,2.4,26.8
3,4.8,2.5,27.02
3,4.8,2.6,27.23
4,4.8,2.7,27.45
4,4.8,2.8,27.67
4,4.8,2.9,27.88
5,4.8,3,28.1
5,4.8,3.1,28.32
6,4.8,3.2,28.53
6,4.8,3.3,28.75
6,4.8,3.4,28.97
7,4.8,3.5,29.18
7,4.8,3.6,29.4
8,4.8,3.7,29.62
8,4.8,3.8,29.83
8,4.8,3.9,30.05
9,4.8,4,30.27
9,4.8,4.1,30.48
10,4.8,4.2,30.7
10,4.8,4.3,30.92
10,4.8,4.4,31.13
11,4.8,4.5,31.35
11,4.8,4.6,31.57
12,4.8,4.7,31.78
12,4.8,4.8,32
12,4.8,4.9,32.22
13,4.8,5,32.43
13,4.8,5.1,32.65
14,4.8,5.2,32.87
14,4.8,5.3,33.08
14,4.8,5.4,33.3
15,4.8,5.5,33.52
15,4.8,5.6,33.73
16,4.8,5.7,33.95
16,4.8,5.8,34.17
16,4.8,5.9,34.38
17,4.8,6,34.6
17,4.8,6.1,34.82
18,4.8,6.2,35.03
18,4.8,6.3,35.25
18,4.8,6.4,35.47
19,4.8,6.5,35.68
19,4.8,6.6,35.9
20,4.8,6.7,36.12
20,4.8,6.8,36.33
20,4.8,6.9,36.55
21,4.8,7,36.77
21,4.8,7.1,36.98
22,4.8,7.2,37.2
22,4.8,7.3,37.42
22,4.8,7.4,37.63
23,4.8,7.5,37.85
23,4.8,7.6,38.07
24,4.8,7.7,38.28
24,4.8,7.8,38.5
24,4.8,7.9,38.72
25,4.8,8,38.93
25,4.8,8.1,39.15
26,4.8,8.2,39.37
26,4.8,8.3,39.58
26,4.8,8.4,39.8
27,4.8,8.5,40.02
27,4.8,8.6,40.23
28,4.8,8.7,40.45
28,4.8,8.8,40.67
28,4.8,8.9,40.88
29,4.8,9,41.1
29,4.8,9.1,41.32
30,4.8,9.2,41.53
30,4.8,9.3,41.75
30,4.8,9.4,41.97
31,4.8,9.5,42.18
31,4.8,9.6,42.4
32,4.8,9.7,42.62
32,4.8,9.8,42.83
32,4.8,9.9,43.05
33,4.8,10,43.27
1,4.9,2,26.38
1,4.9,2.1,26.6
2,4.9,2.2,26.82
2,4.9,2.3,27.03
2,4.9,2.4,27.25
3,4.9,2.5,27.47
3,4.9,2.6,27.68
4,4.9,2.7,27.9
4,4.9,2.8,28.12
4,4.9,2.9,28.33
5,4.9,3,28.55
5,4.9,3.1,28.77
6,4.9,3.2,28.98
6,4.9,3.3,29.2
6,4.9,3.4,29.42
7,4.9,3.5,29.63
7,4.9,3.6,29.85
8,4.9,3.7,30.07
8,4.9,3.8,30.28
8,4.9,3.9,30.5
9,4.9,4,30.72
9,4.9,4.1,30.93
10,4.9,4.2,31.15
10,4.9,4.3,31.37
10,4.9,4.4,31.58
11,4.9,4.5,31.8
11,4.9,4.6,32.02
12,4.9,4.7,32.23
12,4.9,4.8,32.45
12,4.9,4.9,32.67
13,4.9,5,32.88
13,4.9,5.1,33.1
14,4.9,5.2,33.32
14,4.9,5.3,33.53
14,4.9,5.4,33.75
15,4.9,5.5,33.97
15,4.9,5.6,34.18
16,4.9,5.7,34.4
16,4.9,5.8,34.62
16,4.9,5.9,34.83
17,4.9,6,35.05
17,4.9,6.1,35.27
18,4.9,6.2,35.48
18,4.9,6.3,35.7
18,4.9,6.4,35.92
19,4.9,6.5,36.13
19,4.9,6.6,36.35
20,4.9,6.7,36.57
20,4.9,6.8,36.78
20,4.9,6.9,37
21,4.9,7,37.22
21,4.9,7.1,37.43
22,4.9,7.2,37.65
22,4.9,7.3,37.87
22,4.9,7.4,38.08
23,4.9,7.5,38.3
23,4.9,7.6,38.52
24,4.9,7.7,38.73
24,4.9,7.8,38.95
24,4.9,7.9,39.17
25,4.9,8,39.38
25,4.9,8.1,39.6
26,4.9,8.2,39.82
26,4.9,8.3,40.03
26,4.9,8.4,40.25
27,4.9,8.5,40.47
27,4.9,8.6,40.68
28,4.9,8.7,40.9
28,4.9,8.8,41.12
28,4.9,8.9,41.33
29,4.9,9,41.55
29,4.9,9.1,41.77
30,4.9,9.2,41.98
30,4.9,9.3,42.2
30,4.9,9.4,42.42
31,4.9,9.5,42.63
31,4.9,9.6,42.85
32,4.9,9.7,43.07
32,4.9,9.8,43.28
32,4.9,9.9,43.5
33,4.9,10,43.72
1,5,2,26.83
1,5,2.1,27.05
2,5,2.2,27.27
2,5,2.3,27.48
2,5,2.4,27.7
3,5,2.5,27.92
3,5,2.6,28.13
4,5,2.7,28.35
4,5,2.8,28.57
4,5,2.9,28.78
5,5,3,29
5,5,3.1,29.22
6,5,3.2,29.43
6,5,3.3,29.65
6,5,3.4,29.87
7,5,3.5,30.08
7,5,3.6,30.3
8,5,3.7,30.52
8,5,3.8,30.73
8,5,3.9,30.95
9,5,4,31.17
9,5,4.1,31.38
10,5,4.2,31.6
10,5,4.3,31.82
10,5,4.4,32.03
11,5,4.5,32.25
11,5,4.6,32.47
12,5,4.7,32.68
12,5,4.8,32.9
12,5,4.9,33.12
13,5,5,33.33
13,5,5.1,33.55
14,5,5.2,33.77
14,5,5.3,33.98
14,5,5.4,34.2
15,5,5.5,34.42
15,5,5.6,34.63
16,5,5.7,34.85
16,5,5.8,35.07
16,5,5.9,35.28
17,5,6,35.5
17,5,6.1,35.72
18,5,6.2,35.93
18,5,6.3,36.15
18,5,6.4,36.37
19,5,6.5,36.58
19,5,6.6,36.8
20,5,6.7,37.02
20,5,6.8,37.23
20,5,6.9,37.45
21,5,7,37.67
21,5,7.1,37.88
22,5,7.2,38.1
22,5,7.3,38.32
22,5,7.4,38.53
23,5,7.5,38.75
23,5,7.6,38.97
24,5,7.7,39.18
24,5,7.8,39.4
24,5,7.9,39.62
25,5,8,39.83
25,5,8.1,40.05
26,5,8.2,40.27
26,5,8.3,40.48
26,5,8.4,40.7
27,5,8.5,40.92
27,5,8.6,41.13
28,5,8.7,41.35
28,5,8.8,41.57
28,5,8.9,41.78
29,5,9,42
29,5,9.1,42.22
30,5,9.2,42.43
30,5,9.3,42.65
30,5,9.4,42.87
31,5,9.5,43.08
31,5,9.6,43.3
32,5,9.7,43.52
32,5,9.8,43.73
32,5,9.9,43.95
33,5,10,44.17
1,5.1,2,27.28
1,5.1,2.1,27.5
1,5.1,2.2,27.72
2,5.1,2.3,27.93
2,5.1,2.4,28.15
3,5.1,2.5,28.37
3,5.1,2.6,28.58
3,5.1,2.7,28.8
4,5.1,2.8,29.02
4,5.1,2.9,29.23
5,5.1,3,29.45
5,5.1,3.1,29.67
5,5.1,3.2,29.88
6,5.1,3.3,30.1
6,5.1,3.4,30.32
7,5.1,3.5,30.53
7,5.1,3.6,30.75
7,5.1,3.7,30.97
8,5.1,3.8,31.18
8,5.1,3.9,31.4
9,5.1,4,31.62
9,5.1,4.1,31.83
9,5.1,4.2,32.05
10,5.1,4.3,32.27
10,5.1,4.4,32.48
11,5.1,4.5,32.7
11,5.1,4.6,32.92
11,5.1,4.7,33.13
12,5.1,4.8,33.35
12,5.1,4.9,33.57
13,5.1,5,33.78
13,5.1,5.1,34
13,5.1,5.2,34.22
14,5.1,5.3,34.43
14,5.1,5.4,34.65
15,5.1,5.5,34.87
15,5.1,5.6,35.08
15,5.1,5.7,35.3
16,5.1,5.8,35.52
16,5.1,5.9,35.73
17,5.1,6,35.95
17,5.1,6.1,36.17
17,5.1,6.2,36.38
18,5.1,6.3,36.6
18,5.1,6.4,36.82
19,5.1,6.5,37.03
19,5.1,6.6,37.25
19,5.1,6.7,37.47
20,5.1,6.8,37.68
20,5.1,6.9,37.9
21,5.1,7,38.12
21,5.1,7.1,38.33
21,5.1,7.2,38.55
22,5.1,7.3,38.77
22,5.1,7.4,38.98
23,5.1,7.5,39.2
23,5.1,7.6,39.42
23,5.1,7.7,39.63
24,5.1,7.8,39.85
24,5.1,7.9,40.07
25,5.1,8,40.28
25,5.1,8.1,40.5
25,5.1,8.2,40.72
26,5.1,8.3,40.93
26,5.1,8.4,41.15
27,5.1,8.5,41.37
27,5.1,8.6,41.58
27,5.1,8.7,41.8
28,5.1,8.8,42.02
28,5.1,8.9,42.23
29,5.1,9,42.45
29,5.1,9.1,42.67
29,5.1,9.2,42.88
30,5.1,9.3,43.1
30,5.1,9.4,43.32
31,5.1,9.5,43.53
31,5.1,9.6,43.75
31,5.1,9.7,43.97
32,5.1,9.8,44.18
32,5.1,9.9,44.4
33,5.1,10,44.62
1,5.2,2,27.73
1,5.2,2.1,27.95
1,5.2,2.2,28.17
2,5.2,2.3,28.38
2,5.2,2.4,28.6
3,5.2,2.5,28.82
3,5.2,2.6,29.03
3,5.2,2.7,29.25
4,5.2,2.8,29.47
4,5.2,2.9,29.68
5,5.2,3,29.9
5,5.2,3.1,30.12
5,5.2,3.2,30.33
6,5.2,3.3,30.55
6,5.2,3.4,30.77
7,5.2,3.5,30.98
7,5.2,3.6,31.2
7,5.2,3.7,31.42
8,5.2,3.8,31.63
8,5.2,3.9,31.85
9,5.2,4,32.07
9,5.2,4.1,32.28
9,5.2,4.2,32.5
10,5.2,4.3,32.72
10,5.2,4.4,32.93
11,5.2,4.5,33.15
11,5.2,4.6,33.37
11,5.2,4.7,33.58
12,5.2,4.8,33.8
12,5.2,4.9,34.02
13,5.2,5,34.23
13,5.2,5.1,34.45
13,5.2,5.2,34.67
14,5.2,5.3,34.88
14,5.2,5.4,35.1
15,5.2,5.5,35.32
15,5.2,5.6,35.53
15,5.2,5.7,35.75
16,5.2,5.8,35.97
16,5.2,5.9,36.18
17,5.2,6,36.4
17,5.2,6.1,36.62
17,5.2,6.2,36.83
18,5.2,6.3,37.05
18,5.2,6.4,37.27
19,5.2,6.5,37.48
19,5.2,6.6,37.7
19,5.2,6.7,37.92
20,5.2,6.8,38.13
20,5.2,6.9,38.35
21,5.2,7,38.57
21,5.2,7.1,38.78
21,5.2,7.2,39
22,5.2,7.3,39.22
22,5.2,7.4,39.43
23,5.2,7.5,39.65
23,5.2,7.6,39.87
23,5.2,7.7,40.08
24,5.2,7.8,40.3
24,5.2,7.9,40.52
25,5.2,8,40.73
25,5.2,8.1,40.95
25,5.2,8.2,41.17
26,5.2,8.3,41.38
26,5.2,8.4,41.6
27,5.2,8.5,41.82
27,5.2,8.6,42.03
27,5.2,8.7,42.25
28,5.2,8.8,42.47
28,5.2,8.9,42.68
29,5.2,9,42.9
29,5.2,9.1,43.12
29,5.2,9.2,43.33
30,5.2,9.3,43.55
30,5.2,9.4,43.77
31,5.2,9.5,43.98
31,5.2,9.6,44.2
31,5.2,9.7,44.42
32,5.2,9.8,44.63
32,5.2,9.9,44.85
33,5.2,10,45.07
0,5.3,2,28.18
1,5.3,2.1,28.4
1,5.3,2.2,28.62
2,5.3,2.3,28.83
2,5.3,2.4,29.05
2,5.3,2.5,29.27
3,5.3,2.6,29.48
3,5.3,2.7,29.7
4,5.3,2.8,29.92
4,5.3,2.9,30.13
4,5.3,3,30.35
5,5.3,3.1,30.57
5,5.3,3.2,30.78
6,5.3,3.3,31
6,5.3,3.4,31.22
6,5.3,3.5,31.43
7,5.3,3.6,31.65
7,5.3,3.7,31.87
8,5.3,3.8,32.08
8,5.3,3.9,32.3
8,5.3,4,32.52
9,5.3,4.1,32.73
9,5.3,4.2,32.95
10,5.3,4.3,33.17
10,5.3,4.4,33.38
10,5.3,4.5,33.6
11,5.3,4.6,33.82
11,5.3,4.7,34.03
12,5.3,4.8,34.25
12,5.3,4.9,34.47
12,5.3,5,34.68
13,5.3,5.1,34.9
13,5.3,5.2,35.12
14,5.3,5.3,35.33
14,5.3,5.4,35.55
14,5.3,5.5,35.77
15,5.3,5.6,35.98
15,5.3,5.7,36.2
16,5.3,5.8,36.42
16,5.3,5.9,36.63
16,5.3,6,36.85
17,5.3,6.1,37.07
17,5.3,6.2,37.28
18,5.3,6.3,37.5
18,5.3,6.4,37.72
18,5.3,6.5,37.93
19,5.3,6.6,38.15
19,5.3,6.7,38.37
20,5.3,6.8,38.58
20,5.3,6.9,38.8
20,5.3,7,39.02
21,5.3,7.1,39.23
21,5.3,7.2,39.45
22,5.3,7.3,39.67
22,5.3,7.4,39.88
22,5.3,7.5,40.1
23,5.3,7.6,40.32
23,5.3,7.7,40.53
24,5.3,7.8,40.75
24,5.3,7.9,40.97
24,5.3,8,41.18
25,5.3,8.1,41.4
25,5.3,8.2,41.62
26,5.3,8.3,41.83
26,5.3,8.4,42.05
26,5.3,8.5,42.27
27,5.3,8.6,42.48
27,5.3,8.7,42.7
28,5.3,8.8,42.92
28,5.3,8.9,43.13
28,5.3,9,43.35
29,5.3,9.1,43.57
29,5.3,9.2,43.78
30,5.3,9.3,44
30,5.3,9.4,44.22
30,5.3,9.5,44.43
31,5.3,9.6,44.65
31,5.3,9.7,44.87
32,5.3,9.8,45.08
32,5.3,9.9,45.3
32,5.3,10,45.52
0,5.4,2,28.63
1,5.4,2.1,28.85
1,5.4,2.2,29.07
2,5.4,2.3,29.28
2,5.4,2.4,29.5
2,5.4,2.5,29.72
3,5.4,2.6,29.93
3,5.4,2.7,30.15
4,5.4,2.8,30.37
4,5.4,2.9,30.58
4,5.4,3,30.8
5,5.4,3.1,31.02
5,5.4,3.2,31.23
6,5.4,3.3,31.45
6,5.4,3.4,31.67
6,5.4,3.5,31.88
7,5.4,3.6,32.1
7,5.4,3.7,32.32
8,5.4,3.8,32.53
8,5.4,3.9,32.75
8,5.4,4,32.97
9,5.4,4.1,33.18
9,5.4,4.2,33.4
10,5.4,4.3,33.62
10,5.4,4.4,33.83
10,5.4,4.5,34.05
11,5.4,4.6,34.27
11,5.4,4.7,34.48
12,5.4,4.8,34.7
12,5.4,4.9,34.92
12,5.4,5,35.13
13,5.4,5.1,35.35
13,5.4,5.2,35.57
14,5.4,5.3,35.78
14,5.4,5.4,36
14,5.4,5.5,36.22
15,5.4,5.6,36.43
15,5.4,5.7,36.65
16,5.4,5.8,36.87
16,5.4,5.9,37.08
16,5.4,6,37.3
17,5.4,6.1,37.52
17,5.4,6.2,37.73
18,5.4,6.3,37.95
18,5.4,6.4,38.17
18,5.4,6.5,38.38
19,5.4,6.6,38.6
19,5.4,6.7,38.82
20,5.4,6.8,39.03
20,5.4,6.9,39.25
20,5.4,7,39.47
21,5.4,7.1,39.68
21,5.4,7.2,39.9
22,5.4,7.3,40.12
22,5.4,7.4,40.33
22,5.4,7.5,40.55
23,5.4,7.6,40.77
23,5.4,7.7,40.98
24,5.4,7.8,41.2
24,5.4,7.9,41.42
24,5.4,8,41.63
25,5.4,8.1,41.85
25,5.4,8.2,42.07
26,5.4,8.3,42.28
26,5.4,8.4,42.5
26,5.4,8.5,42.72
27,5.4,8.6,42.93
27,5.4,8.7,43.15
28,5.4,8.8,43.37
28,5.4,8.9,43.58
28,5.4,9,43.8
29,5.4,9.1,44.02
29,5.4,9.2,44.23
30,5.4,9.3,44.45
30,5.4,9.4,44.67
30,5.4,9.5,44.88
31,5.4,9.6,45.1
31,5.4,9.7,45.32
32,5.4,9.8,45.53
32,5.4,9.9,45.75
32,5.4,10,45.97
0,5.5,2,29.08
1,5.5,2.1,29.3
1,5.5,2.2,29.52
2,5.5,2.3,29.73
2,5.5,2.4,29.95
2,5.5,2.5,30.17
3,5.5,2.6,30.38
3,5.5,2.7,30.6
4,5.5,2.8,30.82
4,5.5,2.9,31.03
4,5.5,3,31.25
5,5.5,3.1,31.47
5,5.5,3.2,31.68
6,5.5,3.3,31.9
6,5.5,3.4,32.12
6,5.5,3.5,32.33
7,5.5,3.6,32.55
7,5.5,3.7,32.77
8,5.5,3.8,32.98
8,5.5,3.9,33.2
8,5.5,4,33.42
9,5.5,4.1,33.63
9,5.5,4.2,33.85
10,5.5,4.3,34.07
10,5.5,4.4,34.28
10,5.5,4.5,34.5
11,5.5,4.6,34.72
11,5.5,4.7,34.93
12,5.5,4.8,35.15
12,5.5,4.9,35.37
12,5.5,5,35.58
13,5.5,5.1,35.8
13,5.5,5.2,36.02
14,5.5,5.3,36.23
14,5.5,5.4,36.45
14,5.5,5.5,36.67
15,5.5,5.6,36.88
15,5.5,5.7,37.1
16,5.5,5.8,37.32
16,5.5,5.9,37.53
16,5.5,6,37.75
17,5.5,6.1,37.97
17,5.5,6.2,38.18
18,5.5,6.3,38.4
18,5.5,6.4,38.62
18,5.5,6.5,38.83
19,5.5,6.6,39.05
19,5.5,6.7,39.27
20,5.5,6.8,39.48
20,5.5,6.9,39.7
20,5.5,7,39.92
21,5.5,7.1,40.13
21,5.5,7.2,40.35
22,5.5,7.3,40.57
22,5.5,7.4,40.78
22,5.5,7.5,41
23,5.5,7.6,41.22
23,5.5,7.7,41.43
24,5.5,7.8,41.65
24,5.5,7.9,41.87
24,5.5,8,42.08
25,5.5,8.1,42.3
25,5.5,8.2,42.52
26,5.5,8.3,42.73
26,5.5,8.4,42.95
26,5.5,8.5,43.17
27,5.5,8.6,43.38
27,5.5,8.7,43.6
28,5.5,8.8,43.82
28,5.5,8.9,44.03
28,5.5,9,44.25
29,5.5,9.1,44.47
29,5.5,9.2,44.68
30,5.5,9.3,44.9
30,5.5,9.4,45.12
30,5.5,9.5,45.33
31,5.5,9.6,45.55
31,5.5,9.7,45.77
32,5.5,9.8,45.98
32,5.5,9.9,46.2
32,5.5,10,46.42
0,5.6,2,29.53
1,5.6,2.1,29.75
1,5.6,2.2,29.97
1,5.6,2.3,30.18
2,5.6,2.4,30.4
2,5.6,2.5,30.62
3,5.6,2.6,30.83
3,5.6,2.7,31.05
3,5.6,2.8,31.27
4,5.6,2.9,31.48
4,5.6,3,31.7
5,5.6,3.1,31.92
5,5.6,3.2,32.13
5,5.6,3.3,32.35
6,5.6,3.4,32.57
6,5.6,3.5,32.78
7,5.6,3.6,33
7,5.6,3.7,33.22
7,5.6,3.8,33.43
8,5.6,3.9,33.65
8,5.6,4,33.87
9,5.6,4.1,34.08
9,5.6,4.2,34.3
9,5.6,4.3,34.52
10,5.6,4.4,34.73
10,5.6,4.5,34.95
11,5.6,4.6,35.17
11,5.6,4.7,35.38
11,5.6,4.8,35.6
12,5.6,4.9,35.82
12,5.6,5,36.03
13,5.6,5.1,36.25
13,5.6,5.2,36.47
13,5.6,5.3,36.68
14,5.6,5.4,36.9
14,5.6,5.5,37.12
15,5.6,5.6,37.33
15,5.6,5.7,37.55
15,5.6,5.8,37.77
16,5.6,5.9,37.98
16,5.6,6,38.2
17,5.6,6.1,38.42
17,5.6,6.2,38.63
17,5.6,6.3,38.85
18,5.6,6.4,39.07
18,5.6,6.5,39.28
19,5.6,6.6,39.5
19,5.6,6.7,39.72
19,5.6,6.8,39.93
20,5.6,6.9,40.15
20,5.6,7,40.37
21,5.6,7.1,40.58
21,5.6,7.2,40.8
21,5.6,7.3,41.02
22,5.6,7.4,41.23
22,5.6,7.5,41.45
23,5.6,7.6,41.67
23,5.6,7.7,41.88
23,5.6,7.8,42.1
24,5.6,7.9,42.32
24,5.6,8,42.53
25,5.6,8.1,42.75
25,5.6,8.2,42.97
25,5.6,8.3,43.18
26,5.6,8.4,43.4
26,5.6,8.5,43.62
27,5.6,8.6,43.83
27,5.6,8.7,44.05
27,5.6,8.8,44.27
28,5.6,8.9,44.48
28,5.6,9,44.7
29,5.6,9.1,44.92
29,5.6,9.2,45.13
29,5.6,9.3,45.35
30,5.6,9.4,45.57
30,5.6,9.5,45.78
31,5.6,9.6,46
31,5.6,9.7,46.22
31,5.6,9.8,46.43
32,5.6,9.9,46.65
32,5.6,10,46.87
0,5.7,2,29.98
1,5.7,2.1,30.2
1,5.7,2.2,30.42
1,5.7,2.3,30.63
2,5.7,2.4,30.85
2,5.7,2.5,31.07
3,5.7,2.6,31.28
3,5.7,2.7,31.5
3,5.7,2.8,31.72
4,5.7,2.9,31.93
4,5.7,3,32.15
5,5.7,3.1,32.37
5,5.7,3.2,32.58
5,5.7,3.3,32.8
6,5.7,3.4,33.02
6,5.7,3.5,33.23
7,5.7,3.6,33.45
7,5.7,3.7,33.67
7,5.7,3.8,33.88
8,5.7,3.9,34.1
8,5.7,4,34.32
9,5.7,4.1,34.53
9,5.7,4.2,34.75
9,5.7,4.3,34.97
10,5.7,4.4,35.18
10,5.7,4.5,35.4
11,5.7,4.6,35.62
11,5.7,4.7,35.83
11,5.7,4.8,36.05
12,5.7,4.9,36.27
12,5.7,5,36.48
13,5.7,5.1,36.7
13,5.7,5.2,36.92
13,5.7,5.3,37.13
14,5.7,5.4,37.35
14,5.7,5.5,37.57
15,5.7,5.6,37.78
15,5.7,5.7,38
15,5.7,5.8,38.22
16,5.7,5.9,38.43
16,5.7,6,38.65
17,5.7,6.1,38.87
17,5.7,6.2,39.08
17,5.7,6.3,39.3
18,5.7,6.4,39.52
18,5.7,6.5,39.73
19,5.7,6.6,39.95
19,5.7,6.7,40.17
19,5.7,6.8,40.38
20,5.7,6.9,40.6
20,5.7,7,40.82
21,5.7,7.1,41.03
21,5.7,7.2,41.25
21,5.7,7.3,41.47
22,5.7,7.4,41.68
22,5.7,7.5,41.9
23,5.7,7.6,42.12
23,5.7,7.7,42.33
23,5.7,7.8,42.55
24,5.7,7.9,42.77
24,5.7,8,42.98
25,5.7,8.1,43.2
25,5.7,8.2,43.42
25,5.7,8.3,43.63
26,5.7,8.4,43.85
26,5.7,8.5,44.07
27,5.7,8.6,44.28
27,5.7,8.7,44.5
27,5.7,8.8,44.72
28,5.7,8.9,44.93
28,5.7,9,45.15
29,5.7,9.1,45.37
29,5.7,9.2,45.58
29,5.7,9.3,45.8
30,5.7,9.4,46.02
30,5.7,9.5,46.23
31,5.7,9.6,46.45
31,5.7,9.7,46.67
31,5.7,9.8,46.88
32,5.7,9.9,47.1
32,5.7,10,47.32
0,5.8,2,30.43
0,5.8,2.1,30.65
1,5.8,2.2,30.87
1,5.8,2.3,31.08
2,5.8,2.4,31.3
2,5.8,2.5,31.52
2,5.8,2.6,31.73
3,5.8,2.7,31.95
3,5.8,2.8,32.17
4,5.8,2.9,32.38
4,5.8,3,32.6
4,5.8,3.1,32.82
5,5.8,3.2,33.03
5,5.8,3.3,33.25
6,5.8,3.4,33.47
6,5.8,3.5,33.68
